Member_number,Date,productId,items,productName,price,Category,amount,Transactions_id,Year,Month,Cluster,ClusterName,Recency,Frequency,Monetary
3698,2015-08-30,19,1,sausage,3.1,Fresh Food,3.1,10059,2015,8,5,Regular Customers,122,5,67.45
3898,2015-08-21,1,3,tropical fruit,7.8,Fresh Food,23.4,10801,2015,8,2,Diamond Customers,131,4,156.0
1761,2015-10-02,50,3,bottled beer,1.8,Beverages,5.4,2790,2015,10,2,Diamond Customers,89,7,228.22
2689,2015-01-11,50,2,bottled beer,1.8,Beverages,3.6,6286,2015,1,4,Potential Customers,244,4,85.4
1627,2015-04-11,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2305,2015,4,4,Potential Customers,263,3,37.0
4629,2015-11-16,7,2,citrus fruit,1.5,Fresh Food,3.0,13566,2015,11,0,Loyal Customers,44,4,61.42
2790,2015-12-30,18,1,yogurt,2.2,Dairy,2.2,6689,2015,12,0,Loyal Customers,0,3,80.5
4496,2015-01-23,30,1,turkey,12.5,Fresh Food,12.5,13067,2015,1,1,New Customers,341,1,13.0
1934,2015-02-27,38,3,soda,0.8,Beverages,2.4000000000000004,3491,2015,2,2,Diamond Customers,146,5,185.8
2513,2015-02-12,25,1,canned beer,1.1,Beverages,1.1,5624,2015,2,0,Loyal Customers,15,4,80.3
3298,2015-01-28,25,1,canned beer,1.1,Beverages,1.1,8557,2015,1,4,Potential Customers,218,4,122.7
4214,2015-03-20,19,1,sausage,3.1,Fresh Food,3.1,11975,2015,3,0,Loyal Customers,84,6,94.6
2480,2015-08-14,23,2,pork,7.2,Fresh Food,14.4,5513,2015,8,5,Regular Customers,101,5,46.7
4962,2015-03-29,81,2,Instant food products,0.6,Frozen & Processed Food,1.2,14848,2015,3,4,Potential Customers,276,5,118.8
3960,2015-06-20,9,3,frankfurter,5.5,Fresh Food,16.5,11038,2015,6,2,Diamond Customers,70,7,210.1
2074,2015-01-23,73,1,oil,3.4,Pantry Staples,3.4,4025,2015,1,0,Loyal Customers,10,4,55.2
2625,2015-10-03,10,1,chicken,7.2,Fresh Food,7.2,6055,2015,10,2,Diamond Customers,42,10,239.96
1557,2015-08-04,8,3,beef,19.5,Fresh Food,58.5,2029,2015,8,5,Regular Customers,148,2,108.6
2007,2015-08-28,51,1,dessert,1.15,Bakery & Sweets,1.15,3748,2015,8,0,Loyal Customers,37,2,51.85
2120,2015-10-07,23,1,pork,7.2,Fresh Food,7.2,4179,2015,10,2,Diamond Customers,84,7,180.0
4289,2015-09-08,45,2,curd,9.8,Dairy,19.6,12274,2015,9,0,Loyal Customers,83,3,115.3
2356,2015-01-31,10,3,chicken,7.2,Fresh Food,21.6,5053,2015,1,5,Regular Customers,121,5,129.0
4301,2015-09-30,74,3,whipped/sour cream,5.5,Dairy,16.5,12335,2015,9,2,Diamond Customers,10,4,138.26
2950,2015-02-07,9,3,frankfurter,5.5,Fresh Food,16.5,7264,2015,2,2,Diamond Customers,81,6,125.34
2263,2015-07-02,9,3,frankfurter,5.5,Fresh Food,16.5,4708,2015,7,5,Regular Customers,181,1,39.9
3186,2015-11-25,107,2,liver loaf,8.5,Fresh Food,17.0,8156,2015,11,2,Diamond Customers,35,5,132.8
2655,2015-07-01,23,2,pork,7.2,Fresh Food,14.4,6166,2015,7,5,Regular Customers,182,2,45.76
1491,2015-06-18,9,1,frankfurter,5.5,Fresh Food,5.5,1800,2015,6,0,Loyal Customers,0,5,108.4
2069,2015-02-10,23,1,pork,7.2,Fresh Food,7.2,3997,2015,2,5,Regular Customers,181,5,146.1
3012,2015-09-20,23,1,pork,7.2,Fresh Food,7.2,7492,2015,9,5,Regular Customers,101,3,27.9
2681,2015-02-24,38,1,soda,0.8,Beverages,0.8,6260,2015,2,4,Potential Customers,242,3,72.0
4144,2015-11-06,22,2,root vegetables,1.8,Fresh Food,3.6,11697,2015,11,0,Loyal Customers,54,4,78.8
3919,2015-10-07,74,3,whipped/sour cream,5.5,Dairy,16.5,10891,2015,10,0,Loyal Customers,84,4,99.2
2777,2015-06-01,14,2,chocolate,11.5,Bakery & Sweets,23.0,6630,2015,6,4,Potential Customers,212,4,86.2
4119,2015-05-09,2,1,whole milk,1.8,Dairy,1.8,11595,2015,5,4,Potential Customers,235,4,91.8
3597,2015-06-23,23,2,pork,7.2,Fresh Food,14.4,9687,2015,6,0,Loyal Customers,17,3,120.3
2110,2015-05-15,27,3,coffee,8.5,Beverages,25.5,4149,2015,5,5,Regular Customers,154,3,81.5
3523,2015-04-19,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,9383,2015,4,0,Loyal Customers,51,7,115.55
3364,2015-09-14,7,2,citrus fruit,1.5,Fresh Food,3.0,8800,2015,9,5,Regular Customers,107,5,110.4
3759,2015-09-08,7,2,citrus fruit,1.5,Fresh Food,3.0,10281,2015,9,5,Regular Customers,113,4,42.62
4014,2015-11-15,38,2,soda,0.8,Beverages,1.6,11215,2015,11,0,Loyal Customers,45,4,38.66
3140,2015-08-27,60,1,cream cheese,6.3,Dairy,6.3,7984,2015,8,5,Regular Customers,125,6,100.13
2787,2015-06-24,38,2,soda,0.8,Beverages,1.6,6672,2015,6,5,Regular Customers,189,6,155.6
2525,2015-11-16,10,2,chicken,7.2,Fresh Food,14.4,5682,2015,11,0,Loyal Customers,44,5,97.54
2555,2015-12-05,95,2,frozen fish,5.8,Frozen & Processed Food,11.6,5791,2015,12,2,Diamond Customers,7,7,194.4
2419,2015-04-07,19,3,sausage,3.1,Fresh Food,9.3,5275,2015,4,5,Regular Customers,130,3,93.8
4257,2015-08-21,8,3,beef,19.5,Fresh Food,58.5,12145,2015,8,2,Diamond Customers,131,6,191.75
4267,2015-06-16,29,1,ham,15.2,Fresh Food,15.2,12192,2015,6,2,Diamond Customers,81,6,143.7
2364,2015-09-08,10,1,chicken,7.2,Fresh Food,7.2,5086,2015,9,5,Regular Customers,113,4,106.3
4008,2015-05-04,37,3,herbs,6.5,Fresh Food,19.5,11196,2015,5,4,Potential Customers,225,4,92.62
1231,2015-06-28,40,3,grapes,9.4,Fresh Food,28.200000000000003,837,2015,6,2,Diamond Customers,64,7,156.0
1651,2015-05-06,1,3,tropical fruit,7.8,Fresh Food,23.4,2386,2015,5,2,Diamond Customers,13,7,220.35
1371,2015-05-11,9,2,frankfurter,5.5,Fresh Food,11.0,1348,2015,5,4,Potential Customers,233,3,90.3
2501,2015-09-09,66,2,onions,1.3,Fresh Food,2.6,5575,2015,9,5,Regular Customers,112,2,23.0
1467,2015-05-02,19,3,sausage,3.1,Fresh Food,9.3,1700,2015,5,5,Regular Customers,132,2,73.0
1015,2015-05-04,7,2,citrus fruit,1.5,Fresh Food,3.0,63,2015,5,4,Potential Customers,240,3,71.4
4697,2015-02-10,21,2,hamburger meat,12.3,Fresh Food,24.6,13863,2015,2,5,Regular Customers,110,5,69.32
2727,2015-09-30,9,1,frankfurter,5.5,Fresh Food,5.5,6440,2015,9,0,Loyal Customers,15,5,108.4
3592,2015-06-10,19,3,sausage,3.1,Fresh Food,9.3,9656,2015,6,0,Loyal Customers,16,5,83.86
1279,2015-07-19,22,3,root vegetables,1.8,Fresh Food,5.4,1010,2015,7,5,Regular Customers,111,6,112.9
1708,2015-04-02,73,2,oil,3.4,Pantry Staples,6.8,2583,2015,4,2,Diamond Customers,2,4,159.4
2305,2015-01-05,25,3,canned beer,1.1,Beverages,3.3000000000000003,4862,2015,1,5,Regular Customers,93,3,102.34
3294,2015-07-03,44,1,newspapers,3.2,Specialty & Seasonal,3.2,8537,2015,7,5,Regular Customers,180,6,127.05
4147,2015-09-16,3,1,pip fruit,3.0,Fresh Food,3.0,11710,2015,9,5,Regular Customers,105,4,119.1
3850,2015-09-03,27,1,coffee,8.5,Beverages,8.5,10632,2015,9,5,Regular Customers,118,4,81.5
1624,2015-12-22,32,3,red/blush wine,12.2,Beverages,36.6,2295,2015,12,2,Diamond Customers,8,3,151.0
3023,2015-05-06,66,3,onions,1.3,Fresh Food,3.9,7530,2015,5,5,Regular Customers,155,3,68.8
2771,2015-08-26,9,3,frankfurter,5.5,Fresh Food,16.5,6612,2015,8,5,Regular Customers,126,3,133.7
1144,2015-04-01,57,3,meat,8.5,Fresh Food,25.5,525,2015,4,2,Diamond Customers,76,7,133.25
3938,2015-05-18,2,3,whole milk,1.8,Dairy,5.4,10958,2015,5,2,Diamond Customers,152,7,189.62
4180,2015-09-07,51,1,dessert,1.15,Bakery & Sweets,1.15,11840,2015,9,0,Loyal Customers,49,6,92.11
1053,2015-07-09,21,2,hamburger meat,12.3,Fresh Food,24.6,199,2015,7,5,Regular Customers,174,6,80.7
2671,2015-07-27,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,6224,2015,7,5,Regular Customers,156,4,56.3
2001,2015-09-09,17,3,bottled water,0.5,Beverages,1.5,3728,2015,9,2,Diamond Customers,112,7,264.32
2095,2015-09-29,49,1,beverages,1.1,Beverages,1.1,4102,2015,9,5,Regular Customers,92,2,38.2
3245,2015-12-08,2,3,whole milk,1.8,Dairy,5.4,8349,2015,12,2,Diamond Customers,22,5,271.8
4878,2015-04-18,7,3,citrus fruit,1.5,Fresh Food,4.5,14559,2015,4,5,Regular Customers,100,3,71.8
3489,2015-03-09,1,1,tropical fruit,7.8,Fresh Food,7.8,9240,2015,3,2,Diamond Customers,42,5,135.6
3300,2015-07-25,104,3,cat food,11.2,Pet Care,33.599999999999994,8565,2015,7,0,Loyal Customers,85,4,117.95
3090,2015-02-14,2,2,whole milk,1.8,Dairy,3.6,7789,2015,2,2,Diamond Customers,56,9,145.22
4441,2015-02-18,38,3,soda,0.8,Beverages,2.4000000000000004,12872,2015,2,2,Diamond Customers,51,6,133.3
1242,2015-05-18,19,2,sausage,3.1,Fresh Food,6.2,889,2015,5,0,Loyal Customers,16,6,125.11
1190,2015-06-11,22,2,root vegetables,1.8,Fresh Food,3.6,695,2015,6,2,Diamond Customers,64,8,161.1
1983,2015-07-06,26,3,berries,10.8,Fresh Food,32.400000000000006,3660,2015,7,2,Diamond Customers,143,7,199.6
1872,2015-08-24,4,1,other vegetables,0.8,Fresh Food,0.8,3234,2015,8,5,Regular Customers,128,3,47.7
4291,2015-12-09,19,2,sausage,3.1,Fresh Food,6.2,12282,2015,12,0,Loyal Customers,21,6,86.36
4400,2015-12-11,49,1,beverages,1.1,Beverages,1.1,12718,2015,12,0,Loyal Customers,19,3,33.02
1628,2015-02-05,10,2,chicken,7.2,Fresh Food,14.4,2307,2015,2,0,Loyal Customers,41,6,118.4
1345,2015-03-21,2,3,whole milk,1.8,Dairy,5.4,1256,2015,3,5,Regular Customers,162,3,78.36
2732,2015-04-02,19,3,sausage,3.1,Fresh Food,9.3,6456,2015,4,4,Potential Customers,272,4,68.9
3410,2015-10-29,29,2,ham,15.2,Fresh Food,30.4,8949,2015,10,2,Diamond Customers,62,7,142.24
1920,2015-02-09,2,3,whole milk,1.8,Dairy,5.4,3419,2015,2,1,New Customers,317,2,30.0
3241,2015-09-20,22,2,root vegetables,1.8,Fresh Food,3.6,8341,2015,9,5,Regular Customers,101,3,77.6
2962,2015-04-26,7,3,citrus fruit,1.5,Fresh Food,4.5,7321,2015,4,4,Potential Customers,248,4,43.45
2492,2015-04-10,9,1,frankfurter,5.5,Fresh Food,5.5,5546,2015,4,2,Diamond Customers,50,7,209.84
2416,2015-11-05,58,3,ice cream,1.8,Frozen & Processed Food,5.4,5271,2015,11,0,Loyal Customers,55,3,81.6
1538,2015-03-08,19,1,sausage,3.1,Fresh Food,3.1,1972,2015,3,0,Loyal Customers,30,3,45.55
3801,2015-10-23,22,3,root vegetables,1.8,Fresh Food,5.4,10448,2015,10,0,Loyal Customers,68,3,45.4
3202,2015-09-29,29,1,ham,15.2,Fresh Food,15.2,8204,2015,9,0,Loyal Customers,46,3,56.4
4471,2015-02-28,27,3,coffee,8.5,Beverages,25.5,12985,2015,2,4,Potential Customers,305,4,81.0
4939,2015-10-14,7,1,citrus fruit,1.5,Fresh Food,1.5,14755,2015,10,0,Loyal Customers,77,5,110.7
2575,2015-03-13,6,2,pot plants,3.5,Household & Hygiene,7.0,5865,2015,3,4,Potential Customers,292,2,74.2
4419,2015-12-23,4,2,other vegetables,0.8,Fresh Food,1.6,12791,2015,12,0,Loyal Customers,7,1,4.6
4217,2015-12-01,2,1,whole milk,1.8,Dairy,1.8,11986,2015,12,0,Loyal Customers,12,10,104.25
1968,2015-01-10,108,3,zwieback,12.3,Snacks,36.900000000000006,3615,2015,1,0,Loyal Customers,88,4,101.0
3084,2015-08-12,10,1,chicken,7.2,Fresh Food,7.2,7763,2015,8,0,Loyal Customers,65,7,84.5
4807,2015-06-18,11,3,butter,3.2,Dairy,9.6,14278,2015,6,4,Potential Customers,195,6,144.0
4781,2015-11-22,29,2,ham,15.2,Fresh Food,30.4,14175,2015,11,0,Loyal Customers,38,3,67.1
2432,2015-10-06,2,3,whole milk,1.8,Dairy,5.4,5322,2015,10,2,Diamond Customers,18,7,137.0
2951,2015-09-05,7,2,citrus fruit,1.5,Fresh Food,3.0,7269,2015,9,0,Loyal Customers,8,3,37.65
1452,2015-05-09,29,3,ham,15.2,Fresh Food,45.6,1642,2015,5,2,Diamond Customers,35,6,191.04
1603,2015-07-23,25,3,canned beer,1.1,Beverages,3.3000000000000003,2200,2015,7,0,Loyal Customers,91,5,106.75
4727,2015-11-21,9,3,frankfurter,5.5,Fresh Food,16.5,13980,2015,11,0,Loyal Customers,39,4,39.5
4751,2015-11-19,10,1,chicken,7.2,Fresh Food,7.2,14071,2015,11,0,Loyal Customers,41,3,50.8
4296,2015-01-24,9,1,frankfurter,5.5,Fresh Food,5.5,12309,2015,1,5,Regular Customers,126,4,86.4
2555,2015-11-11,50,2,bottled beer,1.8,Beverages,3.6,5792,2015,11,2,Diamond Customers,7,7,194.4
1416,2015-06-20,4,2,other vegetables,0.8,Fresh Food,1.6,1508,2015,6,5,Regular Customers,130,6,137.7
1919,2015-08-18,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0,3418,2015,8,5,Regular Customers,134,2,39.6
2069,2015-07-02,10,2,chicken,7.2,Fresh Food,14.4,3996,2015,7,5,Regular Customers,181,5,146.1
4509,2015-07-23,19,1,sausage,3.1,Fresh Food,3.1,13120,2015,7,2,Diamond Customers,31,6,290.74
4864,2015-07-22,25,3,canned beer,1.1,Beverages,3.3000000000000003,14505,2015,7,2,Diamond Customers,26,10,150.58
1575,2015-01-04,18,2,yogurt,2.2,Dairy,4.4,2099,2015,1,1,New Customers,360,5,38.62
2969,2015-09-28,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,7341,2015,9,0,Loyal Customers,22,4,73.7
4301,2015-12-20,109,1,canned fruit,4.96,Frozen & Processed Food,4.96,12333,2015,12,2,Diamond Customers,10,4,138.26
3855,2015-12-02,11,2,butter,3.2,Dairy,6.4,10647,2015,12,2,Diamond Customers,28,8,193.5
3202,2015-04-16,18,2,yogurt,2.2,Dairy,4.4,8203,2015,4,0,Loyal Customers,46,3,56.4
2167,2015-03-14,7,3,citrus fruit,1.5,Fresh Food,4.5,4353,2015,3,0,Loyal Customers,22,4,122.4
4148,2015-01-07,57,2,meat,8.5,Fresh Food,17.0,11713,2015,1,4,Potential Customers,265,5,83.05
2517,2015-01-28,22,3,root vegetables,1.8,Fresh Food,5.4,5644,2015,1,2,Diamond Customers,18,9,256.25
2840,2015-03-24,9,1,frankfurter,5.5,Fresh Food,5.5,6873,2015,3,5,Regular Customers,145,6,117.9
1212,2015-06-19,1,2,tropical fruit,7.8,Fresh Food,15.6,771,2015,6,5,Regular Customers,152,4,68.4
2735,2015-06-01,18,3,yogurt,2.2,Dairy,6.6000000000000005,6464,2015,6,4,Potential Customers,212,1,7.4
1212,2015-07-31,22,1,root vegetables,1.8,Fresh Food,1.8,773,2015,7,5,Regular Customers,152,4,68.4
1324,2015-03-26,18,2,yogurt,2.2,Dairy,4.4,1173,2015,3,2,Diamond Customers,3,5,179.2
2431,2015-06-29,73,1,oil,3.4,Pantry Staples,3.4,5321,2015,6,0,Loyal Customers,64,5,77.57
4526,2015-06-08,7,2,citrus fruit,1.5,Fresh Food,3.0,13184,2015,6,2,Diamond Customers,128,9,153.76
1662,2015-06-12,8,1,beef,19.5,Fresh Food,19.5,2444,2015,6,4,Potential Customers,201,2,30.0
3802,2015-10-15,7,1,citrus fruit,1.5,Fresh Food,1.5,10451,2015,10,0,Loyal Customers,76,2,64.4
2532,2015-01-08,51,3,dessert,1.15,Bakery & Sweets,3.45,5699,2015,1,5,Regular Customers,177,3,90.75
1316,2015-03-26,45,1,curd,9.8,Dairy,9.8,1147,2015,3,4,Potential Customers,279,3,49.6
2304,2015-07-01,17,2,bottled water,0.5,Beverages,1.0,4861,2015,7,5,Regular Customers,182,1,6.4
1955,2015-02-13,19,2,sausage,3.1,Fresh Food,6.2,3569,2015,2,1,New Customers,320,4,76.12
2243,2015-01-31,37,3,herbs,6.5,Fresh Food,19.5,4636,2015,1,5,Regular Customers,106,4,74.9
3859,2015-08-03,52,2,dog food,12.6,Pet Care,25.2,10667,2015,8,5,Regular Customers,91,2,58.3
3156,2015-08-02,13,2,packaged fruit/vegetables,3.5,Fresh Food,7.0,8036,2015,8,5,Regular Customers,150,3,51.0
4605,2015-10-23,9,2,frankfurter,5.5,Fresh Food,11.0,13479,2015,10,0,Loyal Customers,68,3,49.9
1864,2015-09-27,48,1,finished products,6.5,Frozen & Processed Food,6.5,3197,2015,9,5,Regular Customers,94,4,61.6
4102,2015-05-13,73,1,oil,3.4,Pantry Staples,3.4,11521,2015,5,2,Diamond Customers,57,6,289.4
4835,2015-05-22,45,2,curd,9.8,Dairy,19.6,14392,2015,5,0,Loyal Customers,21,6,77.84
1668,2015-03-14,37,3,herbs,6.5,Fresh Food,19.5,2460,2015,3,5,Regular Customers,131,4,127.2
3130,2015-05-02,19,1,sausage,3.1,Fresh Food,3.1,7943,2015,5,4,Potential Customers,242,3,17.5
1110,2015-11-20,2,3,whole milk,1.8,Dairy,5.4,399,2015,11,2,Diamond Customers,40,7,155.9
2240,2015-07-07,19,2,sausage,3.1,Fresh Food,6.2,4622,2015,7,0,Loyal Customers,29,5,81.54
4647,2015-02-17,38,2,soda,0.8,Beverages,1.6,13634,2015,2,1,New Customers,316,2,42.4
3872,2015-02-07,2,1,whole milk,1.8,Dairy,1.8,10713,2015,2,2,Diamond Customers,37,10,301.33
3184,2015-10-24,22,2,root vegetables,1.8,Fresh Food,3.6,8146,2015,10,0,Loyal Customers,40,7,85.2
4623,2015-07-08,35,1,sugar,1.2,Bakery & Sweets,1.2,13539,2015,7,5,Regular Customers,175,7,121.4
2111,2015-02-25,60,2,cream cheese,6.3,Dairy,12.6,4154,2015,2,4,Potential Customers,308,4,63.51
3068,2015-06-19,4,2,other vegetables,0.8,Fresh Food,1.6,7707,2015,6,5,Regular Customers,194,3,54.1
4533,2015-05-21,110,1,frozen fruits,2.5,Frozen & Processed Food,2.5,13218,2015,5,4,Potential Customers,223,3,32.4
3926,2015-06-30,74,1,whipped/sour cream,5.5,Dairy,5.5,10921,2015,6,2,Diamond Customers,132,6,159.42
1605,2015-06-18,18,1,yogurt,2.2,Dairy,2.2,2210,2015,6,5,Regular Customers,177,5,47.1
4468,2015-06-15,23,2,pork,7.2,Fresh Food,14.4,12972,2015,6,4,Potential Customers,198,4,152.8
2041,2015-09-24,40,2,grapes,9.4,Fresh Food,18.8,3880,2015,9,2,Diamond Customers,97,7,146.7
3835,2015-05-11,2,3,whole milk,1.8,Dairy,5.4,10571,2015,5,5,Regular Customers,105,7,120.05
3601,2015-02-03,19,1,sausage,3.1,Fresh Food,3.1,9702,2015,2,0,Loyal Customers,10,4,50.5
2307,2015-06-29,25,2,canned beer,1.1,Beverages,2.2,4873,2015,6,5,Regular Customers,184,4,121.62
1767,2015-04-18,57,2,meat,8.5,Fresh Food,17.0,2814,2015,4,0,Loyal Customers,67,6,102.36
4251,2015-12-21,38,1,soda,0.8,Beverages,0.8,12126,2015,12,2,Diamond Customers,9,6,161.99
1365,2015-11-02,50,3,bottled beer,1.8,Beverages,5.4,1328,2015,11,0,Loyal Customers,58,6,62.5
1665,2015-04-11,2,1,whole milk,1.8,Dairy,1.8,2453,2015,4,0,Loyal Customers,31,3,30.0
2447,2015-06-25,10,3,chicken,7.2,Fresh Food,21.6,5397,2015,6,2,Diamond Customers,2,7,204.0
4825,2015-09-05,3,2,pip fruit,3.0,Fresh Food,6.0,14345,2015,9,2,Diamond Customers,45,6,160.0
4844,2015-02-23,23,3,pork,7.2,Fresh Food,21.6,14427,2015,2,1,New Customers,310,1,23.4
3319,2015-03-03,73,2,oil,3.4,Pantry Staples,6.8,8635,2015,3,0,Loyal Customers,43,2,34.0
2536,2015-11-07,2,1,whole milk,1.8,Dairy,1.8,5715,2015,11,0,Loyal Customers,53,3,59.3
1857,2015-08-10,3,1,pip fruit,3.0,Fresh Food,3.0,3174,2015,8,5,Regular Customers,111,2,80.7
4133,2015-07-27,22,1,root vegetables,1.8,Fresh Food,1.8,11661,2015,7,5,Regular Customers,156,6,79.8
2128,2015-06-20,29,3,ham,15.2,Fresh Food,45.6,4202,2015,6,5,Regular Customers,142,5,111.23
1793,2015-09-24,58,2,ice cream,1.8,Frozen & Processed Food,3.6,2930,2015,9,2,Diamond Customers,26,10,345.1
3445,2015-02-15,19,1,sausage,3.1,Fresh Food,3.1,9064,2015,2,0,Loyal Customers,90,3,46.7
2041,2015-07-17,39,1,detergent,5.5,Household & Hygiene,5.5,3878,2015,7,2,Diamond Customers,97,7,146.7
1178,2015-03-23,73,2,oil,3.4,Pantry Staples,6.8,659,2015,3,0,Loyal Customers,45,4,114.24
2080,2015-04-21,1,1,tropical fruit,7.8,Fresh Food,7.8,4045,2015,4,4,Potential Customers,253,2,53.6
1928,2015-09-17,68,2,photo/film,11.9,Household & Hygiene,23.8,3456,2015,9,5,Regular Customers,104,3,99.8
2884,2015-05-08,64,2,UHT-milk,2.1,Dairy,4.2,7036,2015,5,0,Loyal Customers,2,4,84.45
3532,2015-01-25,57,2,meat,8.5,Fresh Food,17.0,9419,2015,1,4,Potential Customers,218,3,42.3
1892,2015-11-20,40,2,grapes,9.4,Fresh Food,18.8,3315,2015,11,0,Loyal Customers,40,6,109.12
2880,2015-11-03,107,2,liver loaf,8.5,Fresh Food,17.0,7022,2015,11,0,Loyal Customers,57,3,66.5
2033,2015-02-14,8,3,beef,19.5,Fresh Food,58.5,3846,2015,2,4,Potential Customers,319,4,201.5
3176,2015-01-17,22,1,root vegetables,1.8,Fresh Food,1.8,8107,2015,1,5,Regular Customers,151,6,100.1
3768,2015-01-16,23,3,pork,7.2,Fresh Food,21.6,10327,2015,1,2,Diamond Customers,84,7,239.91
3404,2015-12-07,16,1,butter milk,6.1,Dairy,6.1,8926,2015,12,0,Loyal Customers,23,2,27.94
3891,2015-11-22,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,10775,2015,11,0,Loyal Customers,38,5,119.49
2974,2015-12-26,37,2,herbs,6.5,Fresh Food,13.0,7357,2015,12,0,Loyal Customers,4,4,77.7
3831,2015-03-07,44,1,newspapers,3.2,Specialty & Seasonal,3.2,10558,2015,3,0,Loyal Customers,77,4,75.55
1924,2015-03-02,111,1,brandy,15.8,Beverages,15.8,3443,2015,3,0,Loyal Customers,43,6,72.99
4182,2015-08-21,24,3,pastry,3.1,Bakery & Sweets,9.3,11849,2015,8,5,Regular Customers,131,6,126.1
1811,2015-05-24,49,3,beverages,1.1,Beverages,3.3000000000000003,3001,2015,5,2,Diamond Customers,98,7,145.3
1283,2015-11-13,64,1,UHT-milk,2.1,Dairy,2.1,1027,2015,11,2,Diamond Customers,47,7,144.7
2154,2015-03-15,60,3,cream cheese,6.3,Dairy,18.9,4300,2015,3,4,Potential Customers,290,5,97.7
4543,2015-10-23,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,13254,2015,10,0,Loyal Customers,68,3,83.5
4642,2015-12-03,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,13610,2015,12,0,Loyal Customers,27,2,19.57
2360,2015-02-18,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5071,2015,2,4,Potential Customers,315,3,73.3
3231,2015-03-31,19,2,sausage,3.1,Fresh Food,6.2,8313,2015,3,4,Potential Customers,274,2,26.0
1356,2015-09-08,59,3,hard cheese,4.5,Dairy,13.5,1293,2015,9,5,Regular Customers,113,4,131.44
4895,2015-08-10,25,3,canned beer,1.1,Beverages,3.3000000000000003,14611,2015,8,5,Regular Customers,114,4,41.35
3390,2015-12-01,25,2,canned beer,1.1,Beverages,2.2,8875,2015,12,0,Loyal Customers,29,5,108.04
4495,2015-03-06,7,2,citrus fruit,1.5,Fresh Food,3.0,13060,2015,3,2,Diamond Customers,14,7,160.55
1202,2015-04-22,18,1,yogurt,2.2,Dairy,2.2,736,2015,4,5,Regular Customers,161,4,61.6
1811,2015-09-23,18,1,yogurt,2.2,Dairy,2.2,3000,2015,9,2,Diamond Customers,98,7,145.3
4996,2015-02-20,80,2,salty snack,0.5,Snacks,1.0,14949,2015,2,0,Loyal Customers,36,3,28.5
3291,2015-08-02,1,3,tropical fruit,7.8,Fresh Food,23.4,8528,2015,8,5,Regular Customers,150,2,39.9
1878,2015-11-27,7,3,citrus fruit,1.5,Fresh Food,4.5,3258,2015,11,0,Loyal Customers,33,9,127.61
1483,2015-06-27,5,3,rolls/buns,1.2,Bakery & Sweets,3.6,1772,2015,6,5,Regular Customers,186,8,169.22
4683,2015-09-23,74,3,whipped/sour cream,5.5,Dairy,16.5,13791,2015,9,2,Diamond Customers,98,9,244.05
4386,2015-09-08,7,1,citrus fruit,1.5,Fresh Food,1.5,12665,2015,9,5,Regular Customers,113,1,4.5
4825,2015-11-15,16,2,butter milk,6.1,Dairy,12.2,14348,2015,11,2,Diamond Customers,45,6,160.0
2549,2015-05-13,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,5764,2015,5,2,Diamond Customers,128,7,201.92
4965,2015-10-11,25,1,canned beer,1.1,Beverages,1.1,14855,2015,10,0,Loyal Customers,80,2,59.9
3251,2015-09-10,38,3,soda,0.8,Beverages,2.4000000000000004,8386,2015,9,2,Diamond Customers,4,7,248.12
4932,2015-11-20,1,2,tropical fruit,7.8,Fresh Food,15.6,14720,2015,11,0,Loyal Customers,40,6,95.9
3986,2015-07-23,27,1,coffee,8.5,Beverages,8.5,11137,2015,7,0,Loyal Customers,42,5,69.6
1616,2015-01-19,29,2,ham,15.2,Fresh Food,30.4,2258,2015,1,0,Loyal Customers,22,6,132.0
1239,2015-07-02,74,2,whipped/sour cream,5.5,Dairy,11.0,870,2015,7,2,Diamond Customers,121,7,139.0
4993,2015-02-09,7,1,citrus fruit,1.5,Fresh Food,1.5,14941,2015,2,1,New Customers,324,5,96.78
2762,2015-12-18,51,1,dessert,1.15,Bakery & Sweets,1.15,6579,2015,12,0,Loyal Customers,12,4,82.35
1035,2015-09-08,2,1,whole milk,1.8,Dairy,1.8,130,2015,9,5,Regular Customers,113,5,69.9
4717,2015-05-16,25,1,canned beer,1.1,Beverages,1.1,13933,2015,5,4,Potential Customers,228,5,97.72
4662,2015-11-17,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13697,2015,11,0,Loyal Customers,43,5,82.54
4267,2015-10-10,42,1,fish,10.2,Fresh Food,10.2,12188,2015,10,2,Diamond Customers,81,6,143.7
3500,2015-01-18,57,1,meat,8.5,Fresh Food,8.5,9288,2015,1,5,Regular Customers,162,5,128.95
4866,2015-08-21,19,3,sausage,3.1,Fresh Food,9.3,14511,2015,8,5,Regular Customers,131,3,27.1
2492,2015-06-18,4,2,other vegetables,0.8,Fresh Food,1.6,5550,2015,6,2,Diamond Customers,50,7,209.84
